02/27/2019 09:30:00, "I just got off a call with my grandparents, in the middle of which I just stopped responding. They were talking about their health issues so nonchalantly, but I couldn't keep it together anymore and started to cry. I love my grandparents a lot--or I know they love me a lot, and I feel responsible for reciprocating that love, which I think I do? They were the ones who took care of me when I was little, but it's just been getting harder and harder to communicate with them..."See More
02/27/2019 08:00:00, "The admin of this page created it just so they can voice all their unpopular/cringeworthy opinions and anxieties whilst disguising it as the anonymous mindset of the student body by occasionally including submitted confessions to throw people off their trail."
02/26/2019 21:30:00, "If you thought your day was bad, at least you didn't walk into office hours and start crying in front of your professor because of how stressed you were! GO BEARS!!!!!"
02/26/2019 20:00:00, "I once got 2 SD above the mean on a CS midterm and I'm still coasting on the ego boost I got from it a year and a half later."
02/26/2019 18:30:00, "my roommate's boyfriend smells so. bad. and i didn't even know it until tonight. i really didn't care when she asked if he could stay over, but when he walked into our room i was hit by the stench. now i'm lying in bed, smelling the scent diffuse across the room. i cracked open the window when they went to change. but it may have made the situation worse by increasing airflow. either way, this is disgusting."
02/26/2019 17:00:00, "Hot take: International students from places like China should only be allowed to study here if they plan on immigrating here. I'm tired of all the Chinese students that come here and only socialize with other Chinese students, cheat off each other, and talk shit about the US. If you hate it so much here, don't use up resources which could have gone to more deserving domestic students."
02/26/2019 15:30:00, "Thanks for degrading me. By saying how toxic I am for wanting to hangout with you. That your friends think I’m psychotic for liking you for nearly 3 years. That every time you see me, your day gets ruined. For accidentally texting me, “sorry cant hangout I have this awful one-sided hangout with this weird girl” – which is me. Why do you make it sound like I’m some type of fiend? You don’t understand how devastating and shocking it is to hear that from someone you truly ..."See More
02/26/2019 14:01:00, "I don't wanna be narcissistic by thinking this but I think I've seen 2-3 guys take my picture at the gym and I'm confused?? Do guys do that?"
02/26/2019 12:34:00, "CW: Sexual Assault"I was sexually assaulted by my much older cousin when I was really little. No one in my family knows and my Tia often posts photos of him on facebook. Everytime I see his face, terror washes over me. I would love nothing more than to delete my Tia off of my social media, but my father would eventually find out and that would lead to even more trouble for me. I want to tell my boyfriend so badly, why there are times I am so cautious of his love, but I ...See More
02/26/2019 11:00:00, "I know the person who does that social media company everyone is talking about. I wanted to feel his dick so walking by him I was "accidentally" swinging my arms and hit it. I didn't realize until after it was someone that it wasn't him, just someone that looked like him. Sorry whoever I hit, and btw, nice package!"
02/26/2019 09:30:00, "I wish that I had never started cheating. I cheated my way through high school calculus and community college math, and now I'm cheating my way through math at UC Berkeley. I don't know what pushed me to be a math major. Everyone thinks I'm so smart, but I just cheat my way through everything. I have a basic understanding of calculus, but no understanding of discrete math or linear algebra since I cheated my way through those, and can't write a proof for shit even thoug..."See More
02/26/2019 08:00:00, "all my friends dislike my boyfriend because whenever we have a fight, I always go to my friends and I rarely talk about the good things he does. One of my best friends wanted me to break up with him and she had valid points, but I just can't. I do love him and part of me also doesn't want to be single again. I hated being single, i hate the hookup culture and I like the cuddling and wholesome activities that comes with a relationship. Sometimes I don't know if i'm with him because I want to be with him or I just want to be in a relationship, but I also get a pit in my stomach when I think about life without him. I don't really know what to do because he causes a lot of stress in my life but also keeps me sane (sort of a can't live with him but can't live without him situation)"
02/25/2019 21:30:00, "The guy who works at Yali's (I think he goes back and forth between Stanley and Sutardja Dai) LITERALLY looks like Tom Cruise o m g he's also so nice whenever he's taking my order I want to ask him for an autograph. He grew out his hair and now he looks even more like Tom Cruise and I keep imagining him in a pilot uniform like the one from Top Gun. Is he a student here or nah?"
02/25/2019 20:00:00, "I came in my pants a little when I saw that Bernie Sanders announced he is running for president."
02/25/2019 18:30:00, "Dear roommate,"How the fuck do you chew so goddamn loudly? I can hear you snacking on mf Goldfish with my headphones on, full volume. I abhor going to the dining hall with you because I can hear you disgusting smacking from across the table with other people’s chatter. You are also by far the messiest eater I have seen. AND YOU DON’T CLEAN UP YOUR SPILLED FOOD UNTIL I POINT IT OUT?? what kind of house were you raised in 🙄
02/25/2019 17:00:00, "I don’t know why I’m here, why I’m at this school. I don’t have any friends I made on my own. I don’t do well in classes. Heck, I don’t even fucking try in my classes. I’m just going through the movements of school. of life. I’m wasting my parents hard-earned money. I’m wasting space in this school by not doing well. someone else could’ve gotten in instead of me. someone with aspirations and work ethic. bet this hellhole wants me out now and regrets ever accepting me. I would say I want to go home... but I don’t. I love my parents and my brother but it’s so stifling there. I have to be someone I’m not. I breathe a sigh of relief when I get back on campus but that relief is short lived as the wave of coursework makes me cry and tear my hair out."I guess I’m just a little entitled whiny bitch anywaybye
02/25/2019 15:30:00, "You fell asleep while we were talking on the phone. I heard you breathing softly and for the longest time I didn't want to hang up. I said goodnight and wished you good rest, but I wish I told you that I love you."
02/25/2019 14:00:00, "I hate living with my roommate so much. She is literally always there and never leaves unless she has class. I never get any alone time to just recharge because she is always. fucking. here. And listen, I know it can be very hard at Berkeley to make friends and whatnot, but from what I can tell, the only person she ever really talks to is her crusty long-distance boyfriend. Otherwise the only people she ever interacts with is study groups. Every time I walk into the roo..."See More
02/25/2019 12:30:00, "Every time I look at my last name, written, typed, or even hearing someone struggle to pronounce it, I'm reminded of the awful things my father has done to my family. A jolt of sadness overwhelms me every time I see it and it's been almost two years. I'm thinking of changing my last name to my mother's maiden name (which would strongly identify myself as a part of an exclusive tribal group), or to an English-ified version of my last name (take out three letters, my last name feels entirely freed of my father), or even both because I strongly identify with my mother's culture and my American upbringing and not my father's, as much as I've tried to be open. I'm willing to do anything to rid myself from his legacy, and I think it's the last thing I need to completely recover. I'm scared this will be frowned upon though. Thoughts?"
02/25/2019 11:00:00, "there's this couple in blackwell that's so cute. it's this bubbly asian girl who's always smiling and this dark-ish boy who smiles whenever he looks at her. i dont know anything about them but when i see them together they're always joking and laughing and hugging and kissing and it makes my heart rly ache for a love like that."
02/25/2019 09:30:00, "People need to seriously SET AN ALARM for when their clothes are done washing or drying. Seriously it annoys the living hell out of me when your gross ass load of clothing gets in my way of doing laundry. Like I already hate doing laundry and now I have to wait to dry my clothes just because your dumb ass doesn't realize that dryers go for around 50 minutes?!?! I know I sound really mean, but I am always really nice about it and I rarely remove their stuff because I kn..."See More
02/25/2019 08:00:00, "I joined a new research lab a few weeks ago. I show up to the first lab meeting, and I realize: I'm in lab with my ex-girlfriend's new bf, my new gf's ex-boyfriend, my best friend's ex's new boyfriend, and my friend's TA crush."
02/24/2019 21:30:00, "Sometimes it feels like the only way to avoid assault is by having a good boyfriend."I’ve been single since I came to Cal (well, sorta. My longest Cal relationship was 6 months, so effectively single) and I’ve seen a lot. I was assaulted by my 61a project partner and solicited by enough homework group members freshman year that I did all my work (except my 61b projects, god bless my lovely best friend and female project partner; and 16b and 61c labs/projects due to my l...See More
02/24/2019 20:00:00, "As an international student I am struggling. I hate this stereotype that all international students a rich, it is so not true. I am paying a lot of go here because I know it will help my future and at home my family is way below the poverty line. Sometimes getting access to food and programming is hard for me on campus, and the International Student Fee although a burden on me to pay actual did a lot to help me and other international students. Apparently, Senator James..."See More
02/24/2019 18:30:00, "CW: Rape"I had a thing with a girl in my unit last semester where I’d come home too drunk to walk in a straight line, and she’d swing by and fuck me.Suddenly she stopped taking advantage of me and I guess recently I kinda missed it... so I gave her a booty call.She ignored me and I only just found out she somehow acquired a boyfriend....See More4343Like
02/24/2019 17:00:00, "Sometimes I think that guys don't realize that girls are JUST as horny as they are. Every time I go to a frat party or any social outing with alpha males, I KNOW these guys would love nothing more than to have a girl suck them off!! But all of these non-frat boys or the nice guys are so afraid to ever make a move like cmon im soaked at this point and would love nothing more than to be in a room with you!!!!!!!!!!!!!!! Fucking pay attention!!!!!!! If u r a quiet shy boy please make your move already because she is probably into you as much as you are into her (this does not in anyway mean to be a freak: no means no. But just shoot your shot and if it doesn't work u got nothing to loose. Girls also wanna quick fuck too sometimes, just talk to her.!"
02/24/2019 15:30:00, "Some of y'all men gotta stop trying to convince people that you're not toxic shitbags. I don't care if you haven't ever been in trouble; survivors often never report. I don't care that you claim to "respect friendzones" or have gone to therapy for however many years. I don't care how many marches you've attended, what activist spaces you're in, or how much effort you put in to call out your shitty friends. And I really don't care that you've watched 10 minute Youtube vi..."See More
02/24/2019 14:00:00, "sometimes I sit in class and I think, I really don't plan to pursue a job where I use this or I know I'm going to forget this after a semester or what the heck is going on... and then I sit at home and get distracted on design for hours and think oh that's right it was 4 and now it's 10, I should get to work.... and then I think, should i drop out. I kinda want to drop out. I want to believe I can make it work if I try hard enough. but then the me that's scared always s..."See More
02/24/2019 12:30:00, "There's a girl I met in class this semester. I like her but I'm worried it's too early since we met to tell her, and I'm pretty bad at picking up when someone actually likes me so I'm not sure if she feels the same."Well, we were joking about how she's later on the rolecall than someone else with her name in our class and the thought occured to me that if she took my last name she'd get to be called earlier. It was a random, weird, stupid-to-voice-aloud kinda thought. But at that same moment she asked me what my last name was.Surely she couldn't have been thinking the same thing. How statistically unlikely is it that I would meet other people as awkward as myself?
02/24/2019 11:00:00, "my one criteria for guys is if they can score higher than me on cs midterms. hit me up with your stats kids, let's see if we can make this work"
02/24/2019 09:30:00, "to the two people who asked if i was okay and tried to be encouraging when i was crying on the 51b (saturday feb 16): thanks again. i can't say that my day had a dramatic turn of events for the better or anything like that, but it was nice to have a few people who took notice and tried to do something. thank you for being kind, i hope good things come your way."
02/24/2019 08:00:00, "Made a stupid joke to my boyfriend about building the wall. He’s black. He also didn’t find it funny. Later that night, he destroyed my walls and I came like a republican slut under his huge democratic dick."
02/23/2019 21:30:00, "I'm so tired of thirsty EECS boys. I'm just a regular ass girl in CS. The amount of times guys have wanted to partner with me for a project just so they can attempt to get in my pants is ridiculous. I was studying with someone last year and writing a solution on the board when he commented some bullshit about my ass in the shorts I was wearing. I'm just so sick of this shit. When I was interning, it was so refreshing for people to just treat me as a peer and nothing els..."See More
02/23/2019 20:00:00, "I definitely don’t hate my roommate, I think she’s really cool and has put up with my fair share of BS as well. The thing is she has the absolute worst eating habits. Seriously though, she eats microwave pizza for breakfast and eats tons of those nutella jars every other day. Her mom even sent her a care-package just loaded with sweets and junk food. She already has the golden bear meal plan, but every time she goes she just eats the pizza and greasy foods. She also has..."See More
02/23/2019 18:30:00, "Hi, I wonder if anyone has the same problem but I'm a gay guy with little interest in sex. I've turned several people off by this so I'm really afraid to get into a relationship or afraid that I won't be able to find a relationship like ever. Some guys have told me it's ok when we started hanging out but things could only go so far before they said that it wouldn't work because they're horny and I'm usually not. I don't watch porn that often, like once or twice a week a..."See More
